ID,Office_PIN,Applicant_City_PIN,Applicant_Gender,Applicant_Marital_Status,Applicant_Occupation,Applicant_Qualification,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Manager_Business2,Manager_Num_Products2,Business_Sourced
FIN1008000,444601,444060,M,M,,Graduate,Level 2,Level 2,3.0,Confirmation,F,3.0,1.0,855958.0,27.0,531920.0,19.0,1
FIN1008001,400705,400705,F,M,,Graduate,Level 2,Level 2,3.0,Confirmation,M,2.0,0.0,169504.0,5.0,169504.0,5.0,1
FIN1008002,121002,121003,M,M,Salaried,Graduate,Level 2,Level 4,5.0,Confirmation,M,4.0,1.0,494768.0,15.0,494768.0,15.0,0
FIN1008003,444601,444604,F,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,2.0,3.0,349421.0,10.0,349421.0,10.0,1
FIN1008004,201001,210001,M,M,,Graduate,Level 2,Level 2,3.0,Confirmation,M,2.0,3.0,102000.0,4.0,102000.0,4.0,1
FIN1008005,171006,171001,M,M,,Graduate,Level 2,Level 2,3.0,Confirmation,M,1.0,1.0,190011.0,8.0,190011.0,8.0,1
FIN1008006,400092,400060,M,M,Salaried,Graduate,Level 2,Level 4,5.0,Confirmation,M,4.0,1.0,493526.0,11.0,493526.0,11.0,0
FIN1008007,274001,274001,M,S,,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,1.0,129928.0,7.0,129928.0,7.0,1
FIN1008009,277001,277001,M,M,,Class XII,Level 1,Level 2,3.0,Confirmation,M,3.0,1.0,376284.0,14.0,376284.0,14.0,1
FIN1008010,380015,380001,F,M,,Graduate,Level 3,Level 3,4.0,Confirmation,M,1.0,0.0,307040.0,10.0,307040.0,10.0,0
FIN1008011,226001,226010,M,S,Others,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008012,380015,380051,M,S,Business,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,2.0,80704.0,5.0,80704.0,5.0,0
FIN1008013,474008,473551,M,M,Salaried,Others,Level 2,Level 4,5.0,Confirmation,M,0.0,1.0,605618.0,21.0,605618.0,21.0,1
FIN1008014,492001,493114,F,M,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008015,492001,492001,M,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,331960.0,8.0,215960.0,6.0,0
FIN1008016,400075,410210,F,M,Business,Graduate,Level 1,Level 3,4.0,Confirmation,F,2.0,0.0,881402.0,17.0,881402.0,17.0,0
FIN1008017,400075,400702,M,S,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,760517.0,23.0,760517.0,23.0,1
FIN1008018,208001,206245,M,S,,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,290535.0,5.0,290535.0,5.0,1
FIN1008019,400075,421503,M,M,Others,Graduate,Level 2,Level 2,3.0,Confirmation,M,2.0,1.0,350730.0,12.0,350730.0,12.0,1
FIN1008021,452003,452001,F,M,Others,Class XII,Level 1,Level 1,2.0,Probation,M,2.0,1.0,46442.0,3.0,46442.0,3.0,1
FIN1008022,400075,400009,M,M,Salaried,Graduate,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008023,208001,200014,M,M,Business,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008024,208001,208027,M,M,,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008025,121002,121007,M,M,Others,Graduate,Level 2,Level 3,4.0,Confirmation,M,0.0,0.0,1021481.0,21.0,1021481.0,21.0,0
FIN1008027,802101,802118,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,330565.0,15.0,330565.0,15.0,0
FIN1008028,400075,400018,M,M,,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,760517.0,23.0,760517.0,23.0,0
FIN1008029,416001,416013,M,M,,Graduate,Level 2,Level 2,3.0,Confirmation,M,4.0,1.0,583744.0,14.0,583744.0,14.0,0
FIN1008030,380015,380051,M,S,,Graduate,Level 1,Level 1,2.0,Probation,F,2.0,1.0,47350.0,3.0,47350.0,3.0,0
FIN1008031,422005,424001,M,S,,Graduate,Level 1,Level 1,2.0,Probation,M,1.0,2.0,0.0,0.0,0.0,0.0,0
FIN1008032,277001,277001,M,M,,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,212575.0,7.0,212575.0,7.0,0
FIN1008033,422005,425001,M,S,,Graduate,Level 1,Level 1,2.0,Probation,M,1.0,2.0,0.0,0.0,0.0,0.0,0
FIN1008034,121002,121006,M,M,,Graduate,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008035,444601,444605,F,M,,Graduate,Level 3,Level 3,4.0,Confirmation,M,2.0,0.0,110313.0,6.0,110313.0,6.0,0
FIN1008037,400705,400705,F,S,,Graduate,Level 2,Level 2,3.0,Confirmation,M,3.0,1.0,225983.0,9.0,225983.0,9.0,0
FIN1008038,122002,110064,F,S,,Graduate,Level 3,Level 3,4.0,Confirmation,F,2.0,0.0,259680.0,5.0,259680.0,5.0,0
FIN1008039,122002,110059,M,M,,Graduate,Level 2,Level 2,3.0,Probation,M,2.0,1.0,0.0,0.0,0.0,0.0,0
FIN1008040,380015,380004,F,M,,Graduate,Level 2,Level 2,3.0,Probation,M,1.0,0.0,145000.0,3.0,145000.0,3.0,0
FIN1008041,422005,422005,M,M,Others,Graduate,Level 2,Level 2,3.0,Confirmation,M,3.0,1.0,232526.0,7.0,232526.0,7.0,0
FIN1008042,444601,444601,F,S,,Class XII,Level 1,Level 3,4.0,Confirmation,M,1.0,1.0,468942.0,11.0,468942.0,11.0,0
FIN1008043,400705,400709,M,S,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,2.0,0.0,1079953.0,17.0,1079953.0,17.0,0
FIN1008044,201301,201308,M,M,Business,Graduate,Level 2,Level 2,3.0,Confirmation,M,3.0,0.0,330455.0,10.0,330455.0,10.0,0
FIN1008045,281001,281001,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,M,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008046,416001,416012,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008047,274001,274182,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,137983.0,9.0,137983.0,9.0,0
FIN1008048,171006,171011,M,M,Business,Graduate,Level 3,Level 4,5.0,Confirmation,M,0.0,0.0,700779.0,16.0,700779.0,16.0,0
FIN1008050,400705,400097,M,S,,Masters of Business Administration,Level 3,Level 3,4.0,Confirmation,M,0.0,1.0,209338.0,3.0,209338.0,3.0,0
FIN1008051,400075,400077,F,M,Salaried,Graduate,Level 2,Level 3,4.0,Confirmation,M,1.0,0.0,605152.0,17.0,605152.0,17.0,0
FIN1008052,400092,400066,M,M,,Graduate,Level 2,Level 4,5.0,Confirmation,M,1.0,0.0,317297.0,12.0,317297.0,12.0,0
FIN1008053,411006,411042,M,S,,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008054,700016,712513,M,S,,Class XII,Level 4,Level 4,5.0,Confirmation,M,1.0,1.0,534057.0,11.0,534057.0,11.0,0
FIN1008055,226001,226005,F,S,,Class XII,Level 2,Level 2,3.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008058,834001,825314,M,M,Business,Graduate,Level 1,Level 2,3.0,Confirmation,M,3.0,0.0,375408.0,8.0,375408.0,8.0,1
FIN1008059,201301,202398,M,M,Others,Graduate,Level 2,Level 2,3.0,Probation,M,1.0,0.0,11666.0,1.0,11666.0,1.0,1
FIN1008060,110005,110096,M,M,,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008061,221010,221010,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008062,803101,805105,M,M,,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,441469.0,13.0,441469.0,13.0,1
FIN1008063,422005,422003,M,S,,Graduate,Level 2,Level 2,3.0,Confirmation,M,2.0,2.0,1395414.0,10.0,1395414.0,10.0,1
FIN1008064,274001,274203,M,M,Business,Class XII,Level 1,Level 1,2.0,Probation,M,11.0,2.0,124919.0,10.0,124919.0,10.0,1
FIN1008065,414003,202001,F,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,90542.0,5.0,90542.0,5.0,1
FIN1008066,121002,121002,M,M,Others,Masters of Business Administration,Level 2,Level 4,6.0,Confirmation,M,1.0,0.0,659411.0,22.0,659411.0,22.0,1
FIN1008067,452003,452001,F,M,,Graduate,Level 3,Level 3,4.0,Probation,M,3.0,1.0,40123.0,2.0,40123.0,2.0,1
FIN1008068,452003,452012,M,M,,Graduate,Level 2,Level 2,3.0,Probation,M,2.0,0.0,20000.0,1.0,20000.0,1.0,1
FIN1008069,416001,403403,M,S,Business,Graduate,Level 3,Level 4,6.0,Confirmation,M,4.0,0.0,508818.0,20.0,508818.0,20.0,1
FIN1008070,221010,221010,M,S,,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008071,444601,444606,M,M,,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,0.0,417854.0,16.0,417854.0,16.0,0
FIN1008072,121002,110044,M,M,Others,Others,Level 2,Level 4,5.0,Confirmation,M,4.0,1.0,494768.0,15.0,494768.0,15.0,1
FIN1008073,440010,440004,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,5.0,4.0,111401.0,5.0,111401.0,5.0,1
FIN1008074,180012,184121,F,M,,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008075,201301,201016,M,M,Business,Masters of Business Administration,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008076,700016,700054,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,F,0.0,1.0,0.0,0.0,0.0,0.0,1
FIN1008077,390020,390010,M,S,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,638451.0,7.0,638451.0,7.0,0
FIN1008078,474008,474002,F,M,,Graduate,Level 2,Level 4,5.0,Confirmation,M,2.0,1.0,205992.0,9.0,205992.0,9.0,0
FIN1008079,440010,440002,F,M,,Graduate,Level 3,Level 3,4.0,Probation,M,5.0,3.0,39953.0,2.0,39953.0,2.0,0
FIN1008080,440010,440030,M,S,,Class XII,Level 3,Level 3,4.0,Confirmation,M,2.0,2.0,381308.0,10.0,381308.0,10.0,0
FIN1008081,201301,201001,M,M,,Graduate,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008082,277001,277001,M,M,,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,2.0,232863.0,11.0,232863.0,11.0,0
FIN1008083,277001,277210,M,M,,Class XII,Level 1,Level 2,3.0,Confirmation,M,3.0,1.0,293896.0,13.0,293896.0,13.0,0
FIN1008084,700016,700104,F,M,,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,1.0,523648.0,10.0,523648.0,10.0,0
FIN1008087,360001,360004,M,M,,Graduate,Level 3,Level 3,4.0,Confirmation,F,8.0,3.0,170553.0,9.0,170553.0,9.0,0
FIN1008088,171006,173208,M,M,Salaried,Class XII,Level 3,Level 4,5.0,Confirmation,M,0.0,0.0,700779.0,16.0,700779.0,16.0,0
FIN1008089,360001,360004,M,M,Self Employed,Graduate,Level 3,Level 3,4.0,Confirmation,M,1.0,5.0,345008.0,11.0,345008.0,11.0,0
FIN1008090,802101,802136,F,M,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,199984.0,9.0,199984.0,9.0,0
FIN1008091,452003,452002,M,M,Self Employed,Graduate,Level 2,Level 2,3.0,Confirmation,M,1.0,2.0,55058.0,3.0,55058.0,3.0,0
FIN1008092,221010,231302,M,M,,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,124340.0,7.0,124340.0,7.0,0
FIN1008093,208001,208025,F,S,,Graduate,Level 1,Level 1,2.0,Confirmation,M,6.0,5.0,129874.0,5.0,129874.0,5.0,0
FIN1008094,141001,141104,F,M,Salaried,Graduate,Level 1,Level 4,5.0,Confirmation,M,0.0,3.0,579133.0,19.0,579133.0,19.0,0
FIN1008095,520010,522258,M,S,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,237570.0,12.0,237570.0,12.0,0
FIN1008097,414003,141001,M,S,Salaried,Masters of Business Administration,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008098,414003,414001,M,S,,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008099,250001,250002,F,M,,Graduate,Level 6,Level 5,8.0,Confirmation,M,0.0,0.0,1220576.0,35.0,1220576.0,35.0,0
FIN1008100,250001,250001,F,,Salaried,Graduate,Level 3,Level 3,4.0,Confirmation,M,1.0,1.0,227430.0,10.0,227430.0,10.0,0
FIN1008101,110005,110059,M,M,,Graduate,Level 3,Level 3,4.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008104,700016,712123,M,S,,Class XII,Level 4,Level 4,5.0,Confirmation,M,1.0,1.0,534057.0,11.0,534057.0,11.0,1
FIN1008105,121002,121004,M,S,,Graduate,Level 2,Level 4,6.0,Confirmation,M,1.0,0.0,659411.0,22.0,659411.0,22.0,0
FIN1008106,802301,802160,M,M,,Graduate,Level 1,Level 3,4.0,Confirmation,M,1.0,0.0,338291.0,15.0,338291.0,15.0,1
FIN1008107,841226,841438,M,S,,Class XII,Level 1,Level 4,5.0,Confirmation,M,1.0,0.0,696757.0,40.0,696757.0,40.0,1
FIN1008108,224001,225406,M,M,Others,Graduate,Level 2,Level 2,3.0,Confirmation,M,5.0,2.0,205164.0,11.0,205164.0,11.0,1
FIN1008109,209625,209625,M,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,535328.0,17.0,535328.0,17.0,1
FIN1008110,713303,713336,M,M,,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,1.0,278728.0,12.0,278728.0,12.0,0
FIN1008111,444601,444605,F,M,,Graduate,Level 1,Level 1,2.0,Confirmation,F,2.0,0.0,282048.0,8.0,247048.0,7.0,1
FIN1008113,110005,110034,M,M,,Graduate,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008114,843302,843330,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,1.0,429573.0,28.0,429573.0,28.0,1
FIN1008115,834001,834002,M,M,,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,145332.0,5.0,145332.0,5.0,1
FIN1008116,202001,202001,M,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,224191.0,8.0,224191.0,8.0,0
FIN1008117,110005,271001,M,S,Salaried,Graduate,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008118,814112,815357,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,155761.0,9.0,155761.0,9.0,1
FIN1008119,411006,411017,M,S,,Graduate,Level 1,Level 1,2.0,Confirmation,M,3.0,0.0,221299.0,13.0,221299.0,13.0,1
FIN1008120,474008,474001,F,M,,Graduate,Level 3,Level 3,3.0,Probation,M,4.0,2.0,45184.0,3.0,45184.0,3.0,0
FIN1008121,851101,851129,M,S,,Class XII,Level 1,Level 4,6.0,Confirmation,M,0.0,0.0,495365.0,20.0,495365.0,20.0,1
FIN1008122,751009,759107,M,M,Others,Graduate,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,306615.0,9.0,306615.0,9.0,0
FIN1008123,110005,110055,F,M,,Graduate,Level 2,Level 4,5.0,Confirmation,F,2.0,0.0,788282.0,11.0,788282.0,11.0,0
FIN1008124,277001,277121,M,M,,Class XII,Level 1,Level 2,3.0,Confirmation,M,2.0,0.0,403674.0,14.0,403674.0,14.0,0
FIN1008125,500016,500011,M,M,Others,Graduate,Level 2,Level 5,6.0,Confirmation,F,0.0,2.0,2105092.0,26.0,2105092.0,26.0,1
FIN1008126,851101,851111,M,M,,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,173914.0,7.0,173914.0,7.0,1
FIN1008127,400705,400706,M,M,Others,Graduate,Level 2,Level 4,6.0,Confirmation,M,3.0,1.0,1643678.0,29.0,547977.0,20.0,1
FIN1008128,700016,700047,M,M,Others,Graduate,Level 3,Level 3,4.0,Probation,M,2.0,1.0,149253.0,7.0,149253.0,7.0,1
FIN1008129,700016,711201,M,M,Others,Graduate,Level 3,Level 3,4.0,Probation,M,2.0,1.0,149253.0,7.0,149253.0,7.0,0
FIN1008130,171006,174001,M,S,,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,209900.0,7.0,209900.0,7.0,0
FIN1008131,380015,380007,F,S,,Graduate,Level 1,Level 1,2.0,Probation,F,2.0,1.0,47350.0,3.0,47350.0,3.0,0
FIN1008132,202001,202001,M,M,,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008133,202001,202001,M,S,,Graduate,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008134,141001,141108,M,S,,Graduate,Level 1,Level 4,5.0,Confirmation,M,0.0,3.0,579133.0,19.0,579133.0,19.0,0
FIN1008135,171006,171005,M,M,,Class XII,Level 3,Level 4,5.0,Confirmation,M,0.0,0.0,700779.0,16.0,700779.0,16.0,0
FIN1008136,431001,431001,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Confirmation,F,3.0,0.0,79191.0,3.0,79191.0,3.0,0
FIN1008137,171006,171004,M,M,,Graduate,Level 2,Level 2,3.0,Probation,F,2.0,1.0,100000.0,2.0,100000.0,2.0,0
FIN1008139,390020,202001,M,M,,Graduate,Level 2,Level 2,3.0,Probation,M,1.0,0.0,119280.0,3.0,119280.0,3.0,0
FIN1008140,390020,391740,M,M,,Graduate,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,180589.0,5.0,180589.0,5.0,0
FIN1008141,230001,230143,M,M,Salaried,Graduate,Level 1,Level 4,5.0,Confirmation,M,1.0,0.0,1271086.0,51.0,1271086.0,51.0,0
FIN1008142,802301,802152,M,M,,Graduate,Level 1,Level 2,3.0,Confirmation,M,2.0,1.0,378809.0,19.0,378809.0,19.0,0
FIN1008144,141001,141001,M,M,,Graduate,Level 2,Level 2,3.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008145,305001,305001,M,S,Business,Graduate,Level 1,Level 1,2.0,Probation,F,1.0,0.0,15289.0,1.0,15289.0,1.0,0
FIN1008146,440010,440016,M,M,,Graduate,Level 2,Level 2,3.0,Confirmation,F,3.0,2.0,436499.0,9.0,436499.0,9.0,0
FIN1008147,462003,462003,M,M,,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,2.0,45000.0,2.0,45000.0,2.0,0
FIN1008148,444601,444601,F,S,,Graduate,Level 1,Level 1,2.0,Confirmation,F,2.0,0.0,282048.0,8.0,247048.0,7.0,0
FIN1008149,224001,224201,M,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,3.0,104548.0,7.0,104548.0,7.0,0
FIN1008150,440010,440018,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,2.0,1.0,390015.0,16.0,390015.0,16.0,0
FIN1008151,224001,225406,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,5.0,2.0,205164.0,11.0,205164.0,11.0,0
FIN1008152,230001,230131,F,M,Business,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,2.0,45098.0,3.0,45098.0,3.0,0
FIN1008153,814112,814101,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,2.0,450636.0,22.0,450636.0,22.0,0
FIN1008154,814112,814102,M,,Business,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,2.0,450636.0,22.0,450636.0,22.0,0
FIN1008155,400075,400037,F,S,Salaried,Graduate,Level 2,Level 3,4.0,Confirmation,M,1.0,0.0,605152.0,17.0,605152.0,17.0,0
FIN1008156,226001,226004,M,S,Business,Class XII,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,531316.0,13.0,531316.0,13.0,0
FIN1008157,209625,209724,M,M,Business,Graduate,Level 2,Level 2,3.0,Probation,M,2.0,1.0,160422.0,6.0,160422.0,6.0,0
FIN1008158,209625,209723,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,535328.0,17.0,535328.0,17.0,0
FIN1008159,250001,250001,M,M,,Graduate,Level 2,Level 5,6.0,Confirmation,M,3.0,1.0,1882506.0,42.0,1882506.0,42.0,0
FIN1008160,680001,680123,M,M,Others,Graduate,Level 1,Level 4,5.0,Confirmation,M,2.0,2.0,506060.0,20.0,506060.0,20.0,1
FIN1008161,221010,221010,M,M,,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008162,560001,560095,M,M,,Class XII,Level 1,Level 4,6.0,Confirmation,M,2.0,1.0,395000.0,8.0,130000.0,4.0,1
FIN1008163,834001,834001,M,S,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,3.0,0.0,375408.0,8.0,375408.0,8.0,0
FIN1008164,530003,530002,F,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,F,2.0,1.0,185589.0,10.0,185589.0,10.0,1
FIN1008165,680001,680002,F,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,155534.0,4.0,155534.0,4.0,1
FIN1008166,474008,476001,M,M,,Class XII,Level 3,Level 3,4.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008167,400601,400091,M,S,Business,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008168,560001,560010,M,M,,Graduate,Level 3,Level 3,4.0,Confirmation,M,0.0,1.0,2599295.0,23.0,2599295.0,23.0,1
FIN1008169,560001,560037,M,S,,Graduate,Level 2,Level 2,3.0,Confirmation,M,3.0,1.0,301898.0,10.0,301898.0,10.0,0
FIN1008170,560001,560032,F,M,Others,Graduate,Level 1,Level 4,6.0,Confirmation,F,3.0,2.0,1516121.0,12.0,1516121.0,12.0,1
FIN1008171,834001,834003,M,S,,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008172,834001,834008,M,S,,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008173,208001,208010,M,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,7.0,4.0,162335.0,6.0,162335.0,6.0,0
FIN1008174,680001,680020,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,749374.0,19.0,749374.0,19.0,1
FIN1008175,360001,362265,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,M,0.0,3.0,136768.0,7.0,136768.0,7.0,1
FIN1008176,600017,600092,F,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,F,0.0,0.0,462366.0,15.0,462366.0,15.0,1
FIN1008177,492001,492001,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,2.0,977357.0,34.0,904285.0,30.0,1
FIN1008178,695014,695009,M,M,,Graduate,Level 1,Level 5,6.0,Confirmation,F,1.0,1.0,1266830.0,13.0,1266830.0,13.0,1
FIN1008179,160017,160047,M,M,Business,Graduate,Level 1,Level 2,3.0,Confirmation,F,0.0,0.0,233527.0,6.0,233527.0,6.0,0
FIN1008180,202001,202001,M,M,Business,Graduate,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,402293.0,12.0,402293.0,12.0,0
FIN1008181,834001,834001,M,M,Salaried,Class XII,Level 3,Level 3,4.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008182,530003,530011,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1008183,834001,834005,M,M,,Graduate,Level 4,Level 4,5.0,Probation,F,9.0,1.0,307003.0,6.0,307003.0,6.0,0
FIN1008184,208001,208012,M,M,,Graduate,Level 2,Level 2,3.0,Confirmation,F,4.0,3.0,119856.0,5.0,119856.0,5.0,0
FIN1008185,530003,530016,M,M,,Graduate,Level 3,Level 3,4.0,Probation,M,5.0,0.0,109676.0,3.0,109676.0,3.0,0
FIN1008186,462003,462022,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,M,1.0,3.0,54286.0,3.0,54286.0,3.0,0
FIN1008187,125001,125005,M,S,,Class XII,Level 2,Level 2,3.0,Probation,F,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008188,444601,444801,M,M,,Graduate,Level 2,Level 3,4.0,Confirmation,M,2.0,0.0,241562.0,5.0,241562.0,5.0,0
FIN1008189,444601,444601,M,S,,Graduate,Level 2,Level 3,4.0,Confirmation,M,2.0,0.0,241562.0,5.0,241562.0,5.0,0
FIN1008190,323001,824101,M,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,196422.0,10.0,196422.0,10.0,0
FIN1008191,171006,171006,M,M,Business,Graduate,Level 3,Level 3,4.0,Confirmation,M,0.0,1.0,226278.0,10.0,226278.0,10.0,0
FIN1008192,462003,462001,M,M,Business,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,2.0,45000.0,2.0,45000.0,2.0,0
FIN1008193,400705,402103,M,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,F,0.0,0.0,35100.0,2.0,35100.0,2.0,0
FIN1008194,841226,841239,M,M,Student,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,216690.0,7.0,216690.0,7.0,0
FIN1008195,680001,680751,M,M,,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,155534.0,4.0,155534.0,4.0,0
FIN1008196,802301,802155,M,M,,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,1.0,350257.0,17.0,350257.0,17.0,0
FIN1008197,803101,805103,M,M,Business,Others,Level 1,Level 1,2.0,Confirmation,M,0.0,0.0,107939.0,6.0,107939.0,6.0,0
FIN1008198,202001,202001,M,M,Business,Graduate,Level 2,Level 4,5.0,Confirmation,M,1.0,0.0,634158.0,13.0,634158.0,13.0,0
FIN1008199,695014,695501,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Confirmation,F,4.0,1.0,245278.0,5.0,245278.0,5.0,0
FIN1008200,221010,221001,M,M,,,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008201,400092,421004,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1008202,841428,841438,M,M,,Graduate,Level 1,Level 3,4.0,Confirmation,M,0.0,0.0,694303.0,33.0,694303.0,33.0,1
